Breed,Age (years),Weight (kg),Gender,Spayed/Neutered,Vaccination Status,Fever,Eating Normally,Lethargy,Vomiting,Coughing/Sneezing,Breathing Issue,Rash/Swelling,Wounds/Cuts,Hair Loss,Excessive Scratching,Red/Watery Eyes,Eye Discharge,Ear Odor,Shakes Head,Eating Less,Excessive Drinking,Abnormal Stools,Aggressive/Irritable,Avoiding Interaction,Pacing/Whining,Pain Symptoms,Food Changes,Exposure to Sick Dogs,Predicted Sickness
Rottweiler,4,33.8,Female,No,Up to date,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Ear Infection
Dachshund,5,6.3,Female,No,Up to date,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Arthritis
Leonberger,6,30.3,Male,No,Not up to date,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Gastrointestinal Infection
Rottweiler,1,31.7,Female,Yes,Up to date,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Respiratory Infection
Tibetan Mastiff,5,57.2,Female,No,Not up to date,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Ear Infection
Bernese Mountain Dog,3,47.2,Female,No,Not up to date,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Ear Infection
Bulldog,7,13.2,Female,No,Up to date,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Diabetes
Toy Poodle,0,4.8,Female,No,Up to date,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Gastrointestinal Infection
Australian Shepherd,13,18.4,Female,Yes,Not up to date,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Ear Infection
Bulldog,6,14.5,Female,No,Up to date,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Gastrointestinal Infection
Bulldog,6,23.2,Male,Yes,Not up to date,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Skin Allergy
Leonberger,4,52.3,Female,Yes,Up to date,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Gastrointestinal Infection
Chihuahua,6,6.6,Male,No,Up to date,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Gastrointestinal Infection
Bernese Mountain Dog,3,36.5,Female,Yes,Not up to date,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Skin Allergy
Beagle,6,12.6,Female,Yes,Up to date,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Respiratory Infection
Doberman Pinscher,4,31.9,Female,Yes,Not up to date,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Respiratory Infection
Alaskan Malamute,2,58.6,Female,No,Up to date,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Respiratory Infection
Doberman Pinscher,10,50.4,Female,No,Not up to date,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Parvovirus
Beagle,9,11.4,Male,No,Not up to date,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Gastrointestinal Infection
Staffordshire Bull Terrier,12,16.2,Female,Yes,Up to date,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Respiratory Infection
Rottweiler,15,52.7,Male,No,Not up to date,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Ear Infection
Staffordshire Bull Terrier,3,20.1,Male,No,Up to date,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Skin Allergy
Golden Retriever,3,36.3,Female,Yes,Not up to date,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Respiratory Infection
Yorkshire Terrier,6,6.6,Female,No,Up to date,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Gastrointestinal Infection
Alaskan Malamute,7,52.9,Male,Yes,Not up to date,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Healthy
Rottweiler,13,48.1,Male,No,Up to date,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Respiratory Infection
Staffordshire Bull Terrier,10,14.2,Male,Yes,Not up to date,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Respiratory Infection
Boxer,9,29.5,Female,No,Up to date,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Ear Infection
Belgian Malinois,4,36.2,Female,No,Up to date,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Skin Allergy
Corgi,2,21.6,Male,Yes,Up to date,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Respiratory Infection
Saint Bernard,6,36.7,Male,Yes,Up to date,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Gastrointestinal Infection
Saint Bernard,10,41.5,Male,Yes,Up to date,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Diabetes
Doberman Pinscher,9,32.2,Female,Yes,Not up to date,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Skin Allergy
Pomeranian,10,4.5,Male,Yes,Up to date,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Respiratory Infection
Dachshund,13,2.9,Female,No,Up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Gastrointestinal Infection
Saint Bernard,8,59.5,Female,Yes,Up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Skin Allergy
German Shepherd,13,35.6,Female,No,Up to date,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Skin Allergy
Dachshund,5,5.3,Male,Yes,Up to date,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Gastrointestinal Infection
Bulldog,14,20.2,Male,No,Up to date,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Arthritis
Doberman Pinscher,8,40.5,Male,Yes,Up to date,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Gastrointestinal Infection
Beagle,2,9.6,Male,No,Not up to date,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Kennel Cough
Belgian Malinois,12,47.4,Male,No,Up to date,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Respiratory Infection
Akita,11,53.1,Male,Yes,Not up to date,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Healthy
Alaskan Malamute,14,56.8,Female,Yes,Up to date,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Leonberger,4,43.2,Male,Yes,Up to date,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Ear Infection
Shih Tzu,15,2.6,Male,Yes,Not up to date,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Gastrointestinal Infection
Border Collie,12,9.2,Male,Yes,Up to date,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Worm Infestation
Labrador Retriever,5,26.2,Female,Yes,Not up to date,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Respiratory Infection
Border Collie,10,14.5,Male,Yes,Up to date,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Gastrointestinal Infection
Yorkshire Terrier,6,6.0,Female,Yes,Up to date,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Respiratory Infection
Golden Retriever,13,32.1,Male,Yes,Not up to date,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Arthritis
Border Collie,3,13.5,Female,No,Not up to date,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Skin Allergy
Border Collie,14,10.4,Female,No,Up to date,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Respiratory Infection
Great Pyrenees,3,56.4,Male,Yes,Not up to date,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Respiratory Infection
Doberman Pinscher,6,42.5,Female,No,Up to date,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Gastrointestinal Infection
Labrador Retriever,0,44.7,Female,Yes,Up to date,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Skin Allergy
Tibetan Mastiff,4,29.5,Female,Yes,Not up to date,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Skin Allergy
Great Pyrenees,8,33.2,Female,Yes,Up to date,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Arthritis
Beagle,15,10.2,Male,Yes,Not up to date,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Ear Infection
Dachshund,9,6.1,Male,Yes,Not up to date,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Gastrointestinal Infection
Australian Shepherd,10,15.1,Female,Yes,Not up to date,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Parvovirus
Akita,12,37.2,Female,Yes,Up to date,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Gastrointestinal Infection
Corgi,8,17.6,Male,Yes,Not up to date,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Gastrointestinal Infection
Australian Shepherd,6,18.2,Male,No,Not up to date,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Gastrointestinal Infection
Great Pyrenees,9,33.1,Female,No,Up to date,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Respiratory Infection
Beagle,13,9.2,Male,Yes,Up to date,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Ear Infection
Bernese Mountain Dog,12,43.0,Male,No,Not up to date,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Skin Allergy
Border Collie,10,9.4,Female,No,Up to date,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Respiratory Infection
Chihuahua,7,5.2,Male,Yes,Not up to date,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Ear Infection
Saint Bernard,6,52.5,Male,Yes,Not up to date,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Skin Allergy
Shetland Sheepdog,14,20.0,Female,No,Not up to date,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Gastrointestinal Infection
Shetland Sheepdog,4,22.3,Female,Yes,Up to date,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Great Dane,6,34.1,Male,No,Up to date,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Parvovirus
Cocker Spaniel,5,13.3,Female,Yes,Not up to date,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Skin Allergy
Doberman Pinscher,0,37.1,Female,No,Not up to date,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Kennel Cough
Great Dane,15,54.3,Male,No,Not up to date,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Respiratory Infection
Saint Bernard,5,46.7,Male,Yes,Not up to date,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Skin Allergy
